member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
387,7/7/2024,61,Male,Annual,HIIT,28,175,19:10,Absent
388,11/12/2024,39,Other,Monthly,HIIT,77,545,12:46,Absent
389,6/11/2024,52,Male,Monthly,CrossFit,71,441,22:05,Absent
390,7/12/2024,42,Male,Quarterly,Strength Training,87,621,16:36,Present
391,12/21/2024,57,Male,Annual,Cardio,101,993,9:06,Absent
392,4/29/2024,56,Female,Annual,Yoga,105,947,21:19,Present
393,12/14/2024,57,Male,Quarterly,Cardio,102,729,6:47,Present
394,8/5/2024,45,Other,Quarterly,Yoga,112,960,13:16,Absent
395,8/30/2024,39,Other,Quarterly,Strength Training,89,774,9:44,Present
396,2/19/2024,18,Other,Monthly,CrossFit,109,634,7:17,Present
397,7/16/2024,49,Female,Annual,CrossFit,115,798,18:00,Absent
398,2/26/2024,40,Female,Quarterly,CrossFit,45,245,8:28,Absent
399,12/31/2024,46,Other,Annual,HIIT,97,841,10:20,Present
400,10/19/2024,51,Male,Annual,CrossFit,57,393,18:56,Absent
401,7/17/2024,30,Male,Monthly,Strength Training,54,418,13:13,Absent
402,8/25/2024,41,Female,Annual,Strength Training,73,613,11:10,Absent
403,12/27/2024,19,Female,Annual,HIIT,113,663,9:09,Absent
404,6/3/2024,38,Female,Monthly,Yoga,43,281,12:05,Absent
405,11/7/2024,58,Other,Annual,Yoga,92,575,20:35,Absent
406,2/7/2024,34,Other,Annual,Cardio,62,539,9:29,Present
407,6/1/2024,44,Other,Annual,CrossFit,68,515,21:32,Absent
408,3/29/2024,63,Female,Monthly,Yoga,96,733,17:25,Absent
409,3/4/2024,56,Male,Annual,CrossFit,26,215,10:08,Absent
410,8/21/2024,48,Other,Annual,CrossFit,57,351,22:34,Absent
411,8/7/2024,28,Female,Annual,HIIT,48,282,8:13,Present
412,7/8/2024,46,Female,Monthly,HIIT,62,408,7:25,Absent
413,9/6/2024,31,Other,Monthly,CrossFit,74,714,18:01,Present
414,3/15/2024,56,Male,Annual,HIIT,49,262,15:35,Absent
415,12/31/2024,33,Female,Monthly,HIIT,53,442,21:00,Absent
416,12/15/2024,39,Other,Quarterly,Strength Training,56,444,10:35,Absent
417,4/3/2024,30,Male,Quarterly,Cardio,96,947,16:48,Present
418,2/6/2024,50,Male,Monthly,HIIT,34,240,13:30,Absent
419,6/9/2024,41,Female,Annual,HIIT,74,433,11:54,Absent
420,12/24/2024,58,Male,Annual,Strength Training,83,420,6:07,Present
421,7/29/2024,56,Female,Monthly,Cardio,85,463,12:43,Absent
422,7/14/2024,60,Female,Annual,CrossFit,77,386,21:26,Absent
423,7/30/2024,48,Male,Annual,Strength Training,101,810,11:43,Absent
424,4/6/2024,44,Male,Quarterly,Strength Training,29,243,15:00,Present
425,9/16/2024,33,Female,Monthly,Strength Training,101,767,18:34,Absent
426,7/7/2024,27,Female,Annual,HIIT,75,477,13:11,Present
427,5/10/2024,29,Female,Quarterly,Yoga,57,462,11:21,Present
428,6/10/2024,46,Male,Quarterly,HIIT,39,318,10:53,Present
429,1/11/2024,53,Female,Quarterly,Cardio,33,275,5:31,Absent
430,7/4/2024,54,Female,Monthly,Cardio,60,450,17:47,Absent
431,12/14/2024,22,Female,Quarterly,HIIT,116,1087,12:40,Present
432,6/22/2024,48,Other,Monthly,HIIT,87,857,22:16,Present
433,5/22/2024,27,Other,Annual,CrossFit,114,992,20:46,Absent
434,1/6/2024,49,Male,Monthly,Cardio,85,669,7:10,Present
435,3/25/2024,33,Other,Quarterly,CrossFit,78,761,21:47,Absent
436,8/11/2024,55,Female,Monthly,Strength Training,34,255,8:04,Present
437,8/23/2024,49,Male,Annual,HIIT,41,366,11:13,Absent
438,5/15/2024,32,Other,Monthly,Strength Training,28,223,10:43,Absent
439,5/18/2024,30,Other,Monthly,Strength Training,55,319,7:06,Present
440,7/29/2024,64,Male,Monthly,HIIT,62,442,7:37,Present
441,3/19/2024,31,Male,Quarterly,Cardio,22,165,11:19,Absent
442,6/12/2024,54,Female,Monthly,HIIT,102,981,19:42,Absent
443,10/22/2024,44,Male,Quarterly,HIIT,91,631,19:16,Present
444,2/20/2024,64,Female,Annual,Strength Training,63,624,8:32,Absent
445,5/26/2024,52,Other,Quarterly,HIIT,109,617,22:05,Present
446,1/24/2024,42,Female,Monthly,HIIT,67,443,20:58,Absent
447,3/12/2024,31,Other,Monthly,CrossFit,86,485,11:55,Absent
448,8/24/2024,54,Other,Monthly,Strength Training,81,808,15:34,Present
449,7/12/2024,47,Female,Monthly,Cardio,69,663,19:27,Present
450,2/6/2024,28,Male,Quarterly,Strength Training,40,335,12:43,Present
451,2/15/2024,46,Female,Quarterly,Cardio,86,662,13:56,Present
452,11/26/2024,26,Female,Monthly,Yoga,98,584,7:37,Present
453,8/25/2024,58,Female,Quarterly,Strength Training,51,396,10:32,Absent
454,5/26/2024,27,Other,Quarterly,Strength Training,97,957,21:06,Present
455,10/5/2024,36,Other,Quarterly,Cardio,119,1186,19:07,Present
456,12/29/2024,49,Other,Annual,Strength Training,43,347,12:10,Absent
457,11/21/2024,18,Male,Annual,Yoga,24,125,10:25,Present
458,9/29/2024,58,Other,Monthly,HIIT,79,408,11:49,Present
459,4/21/2024,42,Female,Annual,Strength Training,79,556,13:11,Absent
460,8/1/2024,50,Female,Quarterly,HIIT,93,899,16:09,Absent
461,5/22/2024,55,Female,Annual,HIIT,28,218,16:10,Absent
462,8/1/2024,22,Female,Annual,Yoga,44,299,21:53,Absent
463,7/17/2024,51,Male,Annual,CrossFit,31,230,7:39,Present
464,9/19/2024,27,Other,Annual,Yoga,52,279,15:57,Absent
465,9/2/2024,24,Other,Annual,Strength Training,47,349,10:31,Present
466,10/27/2024,34,Female,Quarterly,Yoga,22,159,20:22,Present
467,6/30/2024,21,Female,Monthly,Strength Training,76,526,9:48,Absent
468,3/1/2024,36,Female,Monthly,Strength Training,37,338,16:12,Absent
469,12/10/2024,20,Male,Quarterly,Strength Training,119,695,18:15,Present
470,4/14/2024,28,Female,Monthly,CrossFit,96,545,22:35,Present
471,12/7/2024,48,Female,Quarterly,Strength Training,38,299,5:06,Present
472,11/29/2024,25,Other,Annual,Strength Training,99,705,22:23,Present
473,4/17/2024,34,Male,Annual,Cardio,118,685,6:41,Present
474,11/23/2024,60,Other,Annual,Yoga,67,536,8:31,Present
475,4/26/2024,61,Female,Annual,HIIT,101,913,9:25,Absent
476,4/1/2024,35,Female,Annual,Strength Training,82,538,19:53,Present
477,3/1/2024,28,Male,Monthly,Yoga,89,728,14:30,Absent
478,1/9/2024,34,Male,Annual,Cardio,41,300,20:48,Present
479,4/5/2024,28,Other,Annual,Cardio,96,537,22:17,Present
480,10/23/2024,49,Other,Monthly,CrossFit,54,384,11:59,Absent
481,5/23/2024,58,Female,Monthly,Yoga,55,447,17:36,Absent
482,1/15/2024,32,Male,Annual,CrossFit,95,816,18:45,Absent
483,4/27/2024,49,Female,Monthly,HIIT,94,808,13:19,Present
484,7/31/2024,51,Male,Annual,HIIT,27,229,19:43,Present
485,3/10/2024,60,Other,Annual,CrossFit,22,214,16:25,Absent
486,10/14/2024,30,Female,Quarterly,Strength Training,39,244,18:34,Present
487,11/9/2024,30,Female,Monthly,Yoga,110,856,14:17,Present
488,3/29/2024,50,Male,Monthly,Strength Training,66,558,13:48,Present
489,3/14/2024,57,Male,Quarterly,HIIT,101,694,8:45,Absent
490,2/2/2024,28,Female,Monthly,Cardio,81,607,6:02,Absent
491,12/19/2024,26,Female,Monthly,Yoga,23,118,17:44,Present
492,7/30/2024,60,Female,Quarterly,Strength Training,107,667,10:33,Present
493,3/15/2024,33,Male,Annual,Yoga,32,282,10:23,Present
494,1/20/2024,23,Male,Quarterly,Yoga,59,304,19:15,Absent
495,2/13/2024,52,Other,Annual,HIIT,71,370,12:13,Present
496,4/14/2024,61,Female,Monthly,HIIT,51,441,16:00,Present
497,5/15/2024,42,Female,Quarterly,Cardio,95,749,21:33,Present
498,2/16/2024,18,Other,Monthly,HIIT,20,170,8:27,Present
499,10/3/2024,47,Other,Annual,Strength Training,120,766,17:23,Present
500,8/19/2024,27,Other,Quarterly,Cardio,30,286,9:57,Absent
501,3/15/2024,60,Female,Monthly,Strength Training,109,1022,5:27,Absent
502,1/7/2024,54,Male,Quarterly,Yoga,95,876,6:27,Absent
503,9/21/2024,24,Female,Quarterly,Yoga,99,647,16:14,Present
504,6/30/2024,39,Other,Monthly,Cardio,25,170,22:02,Present
505,1/2/2024,65,Male,Quarterly,HIIT,119,812,5:57,Absent
506,12/11/2024,22,Male,Monthly,Yoga,78,502,13:42,Absent
507,2/24/2024,30,Male,Quarterly,HIIT,115,678,16:44,Present
508,12/7/2024,30,Other,Annual,Strength Training,78,701,21:28,Absent
509,6/13/2024,29,Male,Annual,Yoga,55,347,18:29,Present
510,10/11/2024,19,Other,Monthly,Strength Training,105,778,12:55,Absent
511,12/23/2024,57,Male,Monthly,Cardio,58,465,19:00,Absent
512,2/17/2024,54,Male,Annual,Yoga,49,273,15:23,Present
513,3/10/2024,60,Female,Quarterly,CrossFit,72,539,19:08,Absent
514,4/15/2024,63,Male,Quarterly,Cardio,49,372,9:48,Absent
515,4/14/2024,43,Other,Annual,CrossFit,115,772,7:26,Absent
516,3/27/2024,26,Male,Annual,HIIT,81,568,17:57,Present
517,10/22/2024,36,Other,Monthly,Yoga,44,235,14:15,Absent
518,4/24/2024,18,Female,Monthly,Yoga,108,800,18:30,Present
519,5/21/2024,48,Other,Monthly,Yoga,82,427,13:24,Absent
520,10/31/2024,47,Male,Annual,Strength Training,33,286,9:27,Present
521,6/20/2024,22,Female,Monthly,Yoga,35,309,13:51,Present
522,12/25/2024,51,Female,Quarterly,CrossFit,117,818,7:08,Present
523,4/12/2024,32,Other,Quarterly,Cardio,112,1053,10:42,Absent
524,4/23/2024,62,Female,Quarterly,Yoga,58,449,6:17,Absent
525,5/11/2024,39,Male,Annual,Cardio,83,742,18:29,Absent
526,11/27/2024,37,Female,Quarterly,HIIT,23,191,9:10,Absent
527,12/2/2024,41,Male,Quarterly,Strength Training,45,254,15:22,Present
528,8/19/2024,61,Other,Quarterly,Cardio,107,959,21:55,Present
529,5/7/2024,57,Other,Quarterly,HIIT,97,535,14:22,Present
530,4/27/2024,48,Female,Quarterly,CrossFit,102,738,17:15,Absent
531,12/9/2024,22,Male,Quarterly,HIIT,28,180,11:33,Present
532,10/10/2024,63,Other,Annual,Cardio,66,438,8:23,Present
533,9/8/2024,33,Other,Quarterly,Strength Training,111,708,15:42,Present
534,6/18/2024,22,Female,Annual,CrossFit,109,663,5:52,Absent
535,3/23/2024,35,Male,Annual,Strength Training,73,481,8:38,Absent
536,9/13/2024,28,Other,Annual,Yoga,86,827,14:12,Absent
537,10/24/2024,64,Other,Annual,HIIT,73,427,9:22,Absent
538,7/16/2024,23,Other,Annual,Strength Training,103,1018,22:40,Absent
539,10/9/2024,43,Male,Monthly,HIIT,112,772,11:57,Present
540,4/13/2024,26,Female,Annual,Cardio,74,464,20:49,Absent
541,5/9/2024,53,Other,Annual,Yoga,118,726,21:22,Absent
542,3/27/2024,34,Male,Monthly,CrossFit,47,443,5:50,Absent
543,3/1/2024,34,Male,Monthly,HIIT,55,341,9:51,Present
544,10/24/2024,61,Male,Annual,Cardio,43,344,20:56,Absent
545,1/1/2024,36,Male,Monthly,HIIT,91,828,8:21,Present
546,10/26/2024,40,Other,Monthly,CrossFit,71,375,21:33,Present
547,8/15/2024,52,Female,Quarterly,Strength Training,66,509,22:19,Absent
548,7/1/2024,18,Other,Annual,Strength Training,110,980,6:48,Absent
549,7/8/2024,62,Male,Quarterly,HIIT,68,601,12:24,Present
550,1/19/2024,37,Female,Monthly,CrossFit,75,492,22:58,Present
551,4/18/2024,64,Other,Annual,CrossFit,27,187,15:25,Absent
552,3/29/2024,36,Other,Quarterly,Cardio,55,284,21:03,Present
553,4/28/2024,51,Female,Quarterly,CrossFit,43,399,8:48,Present
554,9/20/2024,31,Other,Annual,Cardio,110,739,13:50,Absent
555,12/4/2024,40,Male,Monthly,Cardio,20,155,16:18,Absent
556,8/10/2024,27,Other,Quarterly,Cardio,78,504,18:21,Absent
557,5/25/2024,26,Other,Annual,Yoga,64,380,16:06,Absent
558,8/9/2024,38,Other,Monthly,Yoga,81,713,9:33,Absent
559,9/24/2024,20,Other,Quarterly,HIIT,94,598,10:20,Absent
560,10/3/2024,60,Male,Annual,HIIT,32,160,19:42,Present
561,9/4/2024,48,Other,Monthly,Cardio,45,259,19:15,Present
562,1/17/2024,59,Male,Annual,HIIT,85,782,5:53,Absent
563,7/7/2024,38,Other,Quarterly,CrossFit,84,596,18:51,Absent
564,11/26/2024,61,Other,Annual,Strength Training,53,271,5:20,Present
565,5/2/2024,40,Female,Quarterly,HIIT,36,320,9:37,Absent
566,11/27/2024,63,Other,Quarterly,HIIT,75,458,8:35,Absent
567,8/14/2024,36,Other,Annual,CrossFit,109,981,10:19,Absent
568,6/16/2024,65,Male,Quarterly,Yoga,105,980,19:14,Present
569,12/5/2024,31,Female,Monthly,Cardio,21,182,15:42,Absent
570,2/14/2024,60,Other,Annual,HIIT,41,240,13:04,Absent
571,7/18/2024,19,Other,Quarterly,Yoga,63,357,13:42,Absent
572,9/2/2024,38,Female,Annual,Yoga,27,147,9:25,Absent
573,8/25/2024,28,Other,Monthly,CrossFit,28,230,6:36,Present
574,11/8/2024,22,Other,Annual,Yoga,29,183,16:19,Absent
575,12/2/2024,45,Male,Annual,HIIT,53,490,16:56,Present
576,11/4/2024,39,Female,Monthly,HIIT,33,263,6:45,Absent
577,12/25/2024,52,Male,Quarterly,HIIT,50,290,18:11,Present
578,3/16/2024,27,Male,Annual,CrossFit,61,399,7:31,Absent
579,4/12/2024,33,Female,Annual,CrossFit,76,737,6:44,Present
580,1/30/2024,41,Female,Quarterly,Cardio,116,769,9:11,Present
581,3/2/2024,48,Other,Quarterly,HIIT,70,490,10:20,Absent
582,4/9/2024,55,Female,Monthly,Cardio,25,156,6:08,Present
583,9/7/2024,28,Other,Monthly,Strength Training,88,527,6:35,Absent
584,10/15/2024,47,Other,Monthly,CrossFit,23,182,15:18,Present
585,6/11/2024,51,Female,Quarterly,HIIT,60,490,8:25,Present
586,4/10/2024,19,Male,Monthly,Cardio,64,499,6:24,Absent
587,3/2/2024,36,Other,Monthly,Cardio,66,445,15:38,Absent
588,10/30/2024,27,Male,Monthly,CrossFit,74,463,5:21,Absent
589,7/3/2024,26,Female,Annual,HIIT,83,765,5:10,Absent
590,11/17/2024,20,Other,Monthly,Yoga,86,751,15:48,Present
591,9/28/2024,21,Male,Annual,HIIT,85,568,18:14,Present
592,8/25/2024,35,Other,Quarterly,HIIT,74,661,13:22,Absent
593,7/16/2024,42,Female,Annual,Yoga,44,355,9:34,Absent
594,8/15/2024,36,Other,Annual,HIIT,97,514,6:37,Absent
595,11/1/2024,47,Other,Annual,Cardio,115,605,22:15,Absent
596,9/8/2024,54,Male,Quarterly,HIIT,116,913,10:15,Present
597,9/11/2024,35,Female,Quarterly,Strength Training,44,435,22:46,Present
598,3/14/2024,56,Female,Quarterly,HIIT,38,321,13:42,Absent
599,10/3/2024,65,Other,Annual,Strength Training,91,648,10:45,Absent
600,5/6/2024,29,Other,Monthly,CrossFit,65,471,11:40,Present
601,5/31/2024,37,Male,Annual,HIIT,56,510,16:03,Present
602,7/24/2024,65,Other,Annual,Strength Training,60,586,11:26,Present
603,9/1/2024,23,Female,Quarterly,Yoga,85,439,8:20,Present
604,8/5/2024,30,Male,Quarterly,CrossFit,48,249,17:40,Present
605,9/14/2024,35,Other,Annual,Yoga,43,243,22:05,Absent
606,12/17/2024,49,Male,Annual,HIIT,73,397,5:56,Present
607,4/19/2024,21,Male,Quarterly,Cardio,67,418,16:21,Absent
608,7/7/2024,64,Female,Quarterly,CrossFit,75,580,14:17,Absent
609,6/17/2024,52,Male,Annual,Yoga,104,523,14:31,Present
610,3/4/2024,49,Other,Annual,Strength Training,37,195,7:41,Absent
611,11/29/2024,33,Other,Quarterly,Cardio,115,576,15:41,Present
612,9/24/2024,64,Other,Monthly,HIIT,108,983,11:28,Present
613,5/15/2024,25,Female,Monthly,HIIT,96,726,19:09,Absent
614,1/14/2024,43,Female,Annual,Cardio,120,603,15:07,Present
615,11/19/2024,56,Male,Annual,Strength Training,98,895,18:04,Absent
616,11/26/2024,32,Female,Annual,Cardio,51,457,7:29,Absent
617,6/21/2024,64,Female,Quarterly,Yoga,27,219,6:20,Absent
618,5/7/2024,26,Female,Monthly,HIIT,81,571,22:45,Absent
619,5/29/2024,57,Other,Quarterly,Yoga,118,664,18:12,Present
620,12/14/2024,25,Female,Quarterly,Strength Training,118,1130,21:12,Absent
621,7/26/2024,25,Male,Monthly,CrossFit,93,599,19:46,Absent
622,5/6/2024,63,Male,Annual,CrossFit,116,956,7:41,Absent
623,9/24/2024,29,Female,Monthly,Strength Training,37,220,14:03,Absent
624,8/21/2024,63,Female,Monthly,CrossFit,64,349,5:00,Present
625,10/22/2024,34,Other,Monthly,Yoga,120,948,16:57,Absent
626,2/18/2024,46,Male,Quarterly,Strength Training,87,516,19:32,Present
627,12/7/2024,47,Other,Monthly,CrossFit,52,444,8:19,Absent
628,10/20/2024,44,Male,Monthly,Yoga,36,312,20:48,Absent
629,12/29/2024,39,Other,Quarterly,Strength Training,63,364,9:12,Present
630,4/14/2024,21,Female,Quarterly,Strength Training,89,840,14:30,Absent
631,7/5/2024,37,Other,Monthly,CrossFit,91,908,12:52,Absent
632,11/21/2024,56,Male,Annual,Yoga,100,640,22:28,Present
633,11/3/2024,61,Male,Annual,HIIT,21,196,14:25,Absent
634,1/18/2024,54,Other,Quarterly,CrossFit,63,546,14:12,Present
635,3/25/2024,49,Male,Annual,CrossFit,73,427,15:55,Absent
636,9/2/2024,40,Male,Monthly,Strength Training,71,588,8:52,Present
637,6/7/2024,32,Female,Monthly,HIIT,83,599,16:42,Present
638,2/25/2024,26,Male,Quarterly,CrossFit,120,1184,6:09,Absent
639,2/19/2024,29,Male,Quarterly,Strength Training,41,370,7:27,Absent
640,3/27/2024,33,Other,Annual,Cardio,32,224,9:51,Absent
641,10/25/2024,59,Other,Quarterly,Strength Training,43,422,18:03,Absent
642,12/17/2024,54,Other,Quarterly,Strength Training,105,1028,9:40,Present
643,11/2/2024,31,Female,Quarterly,Strength Training,36,216,10:28,Absent
644,5/17/2024,59,Other,Monthly,HIIT,67,521,5:17,Present
645,12/6/2024,50,Male,Annual,HIIT,55,443,7:46,Present
646,9/27/2024,24,Female,Quarterly,HIIT,118,595,16:07,Present
647,8/21/2024,48,Male,Monthly,Yoga,88,690,13:00,Present
648,12/28/2024,22,Male,Annual,CrossFit,31,266,17:42,Present
649,7/18/2024,51,Other,Annual,Yoga,110,937,22:58,Present
650,12/23/2024,31,Other,Quarterly,Cardio,77,665,21:20,Present
651,6/17/2024,34,Male,Monthly,Yoga,38,274,12:42,Absent
652,2/19/2024,23,Female,Quarterly,HIIT,105,724,17:09,Absent
653,11/27/2024,38,Other,Annual,HIIT,36,233,14:39,Absent
654,8/22/2024,43,Male,Quarterly,CrossFit,56,306,12:09,Present
655,12/5/2024,19,Female,Quarterly,Yoga,61,419,16:03,Absent
656,12/29/2024,34,Female,Monthly,Cardio,95,673,19:41,Present
657,11/24/2024,32,Other,Quarterly,Yoga,89,466,17:24,Present
658,11/21/2024,47,Other,Quarterly,Cardio,44,319,18:32,Absent
659,11/15/2024,48,Female,Quarterly,Yoga,84,477,20:16,Absent
660,11/18/2024,21,Male,Annual,Strength Training,88,867,16:18,Absent
661,11/14/2024,59,Other,Monthly,Strength Training,69,456,19:16,Present
662,3/2/2024,35,Female,Monthly,Cardio,29,251,6:27,Present
663,1/24/2024,49,Male,Quarterly,Strength Training,77,736,5:57,Absent
664,10/21/2024,27,Female,Quarterly,Cardio,62,335,6:39,Present
665,8/25/2024,54,Male,Monthly,HIIT,98,620,15:45,Absent
666,12/20/2024,40,Other,Monthly,Cardio,88,712,9:16,Present
667,9/21/2024,21,Male,Monthly,HIIT,31,272,17:56,Absent
668,4/9/2024,44,Female,Annual,Yoga,74,499,13:33,Absent
669,4/22/2024,48,Female,Quarterly,Strength Training,29,153,19:00,Absent
670,6/4/2024,65,Male,Quarterly,HIIT,68,395,5:47,Absent
671,1/17/2024,27,Male,Annual,Yoga,68,676,8:10,Present
672,8/30/2024,38,Male,Monthly,Strength Training,51,299,9:40,Present
673,2/9/2024,30,Female,Monthly,Strength Training,22,206,20:29,Present
674,11/18/2024,55,Other,Monthly,CrossFit,75,707,16:12,Present
675,12/4/2024,38,Other,Monthly,Cardio,73,485,11:39,Absent
676,9/3/2024,58,Female,Monthly,HIIT,74,614,6:05,Present
677,9/18/2024,29,Female,Monthly,HIIT,66,421,14:59,Present
678,8/18/2024,30,Male,Monthly,CrossFit,109,815,16:43,Absent
679,8/14/2024,56,Female,Quarterly,HIIT,61,312,22:37,Present
680,7/30/2024,19,Male,Quarterly,Cardio,67,615,18:52,Present
681,8/19/2024,29,Male,Annual,HIIT,49,360,10:38,Present
682,10/4/2024,44,Female,Quarterly,Strength Training,106,913,21:34,Present
683,6/2/2024,63,Other,Quarterly,Cardio,23,189,15:28,Present
684,9/16/2024,40,Female,Monthly,CrossFit,73,656,8:01,Present
685,4/4/2024,41,Other,Monthly,CrossFit,115,1137,10:05,Present
686,7/10/2024,48,Male,Monthly,HIIT,54,440,12:16,Present
687,2/6/2024,65,Other,Quarterly,CrossFit,42,344,17:53,Absent
688,12/31/2024,25,Other,Monthly,Strength Training,55,448,15:30,Absent
689,7/14/2024,59,Male,Annual,Strength Training,89,790,20:38,Present
690,11/9/2024,44,Other,Monthly,Cardio,105,797,19:38,Absent
691,8/29/2024,31,Male,Annual,Strength Training,62,477,16:51,Present
692,4/19/2024,27,Female,Monthly,HIIT,22,110,8:56,Present
693,9/12/2024,36,Female,Monthly,Cardio,66,389,17:37,Present
694,9/19/2024,29,Other,Monthly,HIIT,112,1010,15:30,Absent
695,4/18/2024,63,Female,Annual,HIIT,21,136,9:57,Absent
696,11/2/2024,34,Other,Monthly,HIIT,42,366,7:35,Absent
697,9/26/2024,42,Female,Quarterly,Strength Training,108,954,11:54,Present
698,10/13/2024,52,Male,Monthly,Yoga,94,842,13:45,Present
699,6/18/2024,51,Male,Quarterly,Strength Training,64,459,21:43,Present
700,9/29/2024,24,Other,Monthly,Cardio,86,524,22:05,Absent
701,8/6/2024,63,Female,Annual,Cardio,77,394,16:52,Absent
702,8/5/2024,54,Female,Annual,Strength Training,109,1084,19:50,Absent
703,9/26/2024,41,Female,Annual,HIIT,103,984,15:40,Present
704,12/2/2024,44,Female,Monthly,Yoga,84,624,17:36,Present
705,6/11/2024,47,Male,Monthly,HIIT,114,920,20:44,Present
706,9/23/2024,25,Male,Monthly,CrossFit,72,380,14:04,Present
707,10/18/2024,20,Male,Annual,Strength Training,64,562,21:58,Present
708,9/1/2024,35,Other,Annual,CrossFit,64,541,9:28,Absent
709,3/16/2024,57,Other,Monthly,Cardio,93,624,10:28,Present
710,11/8/2024,58,Other,Quarterly,Cardio,38,193,10:32,Absent
711,5/17/2024,35,Male,Annual,CrossFit,114,694,14:00,Present
712,1/15/2024,39,Female,Quarterly,Cardio,49,302,17:10,Absent
713,2/6/2024,35,Male,Monthly,Yoga,68,590,21:30,Absent
714,5/2/2024,61,Male,Annual,CrossFit,44,325,17:23,Absent
715,12/14/2024,62,Male,Annual,Yoga,24,190,11:09,Present
716,12/24/2024,54,Male,Monthly,CrossFit,88,640,18:56,Present
717,8/8/2024,39,Female,Quarterly,Cardio,39,248,14:56,Absent
718,3/23/2024,32,Other,Annual,CrossFit,117,666,5:07,Present
719,1/19/2024,34,Male,Quarterly,HIIT,99,967,12:43,Present
720,7/26/2024,44,Male,Annual,HIIT,51,399,5:31,Absent
721,1/29/2024,38,Other,Quarterly,HIIT,70,604,19:03,Absent
722,6/17/2024,51,Male,Quarterly,Cardio,95,525,17:13,Present
723,9/4/2024,64,Female,Quarterly,Cardio,54,414,13:36,Present
724,9/22/2024,59,Female,Quarterly,HIIT,79,620,12:07,Absent
725,11/11/2024,47,Other,Quarterly,HIIT,76,720,19:00,Absent
726,12/15/2024,65,Female,Monthly,Yoga,58,425,16:29,Present
727,10/30/2024,21,Other,Annual,Strength Training,111,1002,7:04,Absent
728,5/10/2024,43,Male,Annual,Strength Training,58,555,8:55,Present
729,4/27/2024,39,Female,Monthly,Strength Training,48,433,20:09,Present
730,4/22/2024,45,Female,Monthly,CrossFit,85,543,21:17,Absent
731,6/3/2024,49,Male,Quarterly,Yoga,69,505,11:05,Absent
732,4/1/2024,35,Other,Monthly,Strength Training,89,709,10:54,Absent
733,9/14/2024,23,Other,Annual,HIIT,30,282,10:48,Present
734,2/10/2024,42,Male,Monthly,Strength Training,58,481,7:16,Absent
735,11/6/2024,51,Other,Monthly,HIIT,102,916,12:35,Present
736,2/15/2024,51,Male,Quarterly,Cardio,118,901,14:18,Absent
737,2/5/2024,36,Female,Monthly,HIIT,95,587,7:38,Present
738,2/12/2024,23,Male,Annual,Yoga,70,350,20:44,Absent
739,12/24/2024,37,Male,Annual,Yoga,22,209,20:29,Absent
740,3/20/2024,21,Male,Quarterly,CrossFit,32,175,9:25,Present
741,11/14/2024,30,Female,Annual,Cardio,75,436,19:56,Absent
742,10/16/2024,49,Female,Annual,HIIT,43,358,15:57,Present
743,3/8/2024,47,Female,Quarterly,HIIT,103,723,8:46,Present
744,10/6/2024,58,Male,Monthly,HIIT,114,887,9:50,Present
745,3/5/2024,64,Male,Quarterly,CrossFit,24,165,13:21,Absent
746,11/10/2024,19,Other,Annual,HIIT,45,439,20:52,Present
747,2/8/2024,62,Other,Quarterly,CrossFit,55,485,7:52,Present
748,6/17/2024,57,Other,Monthly,Cardio,80,481,19:30,Absent
749,12/13/2024,31,Other,Annual,Strength Training,48,314,9:06,Absent
750,8/12/2024,40,Other,Annual,Yoga,44,293,22:46,Absent
751,6/6/2024,53,Male,Annual,HIIT,21,109,5:24,Present
752,10/3/2024,46,Male,Annual,Yoga,71,667,18:06,Absent
753,10/13/2024,43,Female,Monthly,Strength Training,54,439,5:56,Present
754,3/5/2024,40,Female,Quarterly,Strength Training,32,181,20:28,Absent
755,5/29/2024,53,Female,Monthly,CrossFit,53,480,14:02,Absent
756,2/24/2024,23,Female,Annual,CrossFit,37,286,7:04,Present
757,9/24/2024,47,Female,Annual,Strength Training,52,264,6:50,Absent
758,2/17/2024,21,Male,Annual,Cardio,116,1059,12:14,Absent
759,5/10/2024,35,Other,Annual,HIIT,91,762,15:57,Present
760,1/30/2024,45,Male,Monthly,Yoga,103,591,18:28,Absent
761,7/18/2024,43,Male,Annual,Yoga,63,447,20:52,Absent
762,7/29/2024,37,Other,Annual,Yoga,80,677,18:08,Present
763,2/10/2024,24,Male,Annual,Cardio,44,319,12:45,Absent
764,2/15/2024,30,Other,Monthly,CrossFit,95,774,17:10,Absent
765,2/22/2024,46,Male,Monthly,Strength Training,38,333,9:27,Present
766,7/31/2024,24,Male,Annual,Cardio,23,171,10:12,Present
767,7/8/2024,31,Other,Annual,Cardio,105,803,11:48,Present
768,10/7/2024,57,Female,Monthly,HIIT,72,476,8:01,Present
769,6/7/2024,54,Male,Monthly,Strength Training,66,348,6:17,Absent
770,11/12/2024,65,Female,Annual,CrossFit,84,507,8:10,Absent
771,2/24/2024,19,Male,Quarterly,HIIT,79,694,17:56,Absent
772,5/31/2024,49,Female,Quarterly,Cardio,92,483,12:13,Present
773,10/16/2024,36,Female,Annual,Yoga,94,563,7:49,Present
774,3/5/2024,60,Male,Quarterly,Cardio,52,501,11:57,Absent
